id,source,source_id,ocid,language,title,description,value,currency,releasedate,startdate,enddate,buyer,streetaddress,locality,region,postcode,countryname,contactname,email,telephone,faxnumber,contact_url,tender_url,cpvs,date_created,date_updated,json,pubdate
178250753,td_bravosolution,48192,ocds-0c46vo-0005-48192,en,Roofing Maintenance Programme 2020/2021 - Phase 1,"Name:
Proposed Planned Roofing Maintenance Programme 2020/2021 to Multiple addresses across the London Borough of Hillingdon.

Nature:
The works comprise a mixture of re-roofing, repairs and maintenance works to include, but not limited to, repointing chimney brickwork, fascias and gutters.

Location:
The sites located over seven separate site locations across the London Borough of Hillingdon as follows (Please also see Appendix A for list of property addresses).

• 3 to 37 Morgan Close, Northwood, HA6 3NE
• 14/16, 38 & 44 Wentworth Drive, Eastcote, Pinner, HA5 2PS
• Park Lodge, Taylors Meadow, Harefield, UB9 6LD
• 11 to 39 Milne Way, Harefield, UB9 6BQ
• 44 to 102 Albion Road, Hayes, Middlesex, UB3 2SP
• Rickards Close, West Drayton, UB7 7UX
• Attlee Road, Hayes, UB4 9JD",,,2020-02-24 22:08:19.371934,,2020-03-25 12:00:00.000000,London Borough of Hillingdon,,,,,United Kingdom,Wayne Toovey,procurement@hillingdon.gov.uk,,,,https://www.capitalesourcing.com/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=48192&oppList=CURRENT,"",2020-02-25 01:31:40.062660,2020-03-06 18:42:07.523496,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0005-48192/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""48192"", ""tag"": [""tender""], ""date"": ""2020-02-24T22:08:19.371934"", ""ocid"": ""ocds-0c46vo-0005-48192"", ""buyer"": {""name"": ""London Borough of Hillingdon"", ""address"": {""countryName"": ""United Kingdom""}, ""contactPoint"": {""name"": ""Wayne Toovey"", ""email"": ""procurement@hillingdon.gov.uk""}}, ""tender"": {""id"": ""48192"", ""title"": ""Roofing Maintenance Programme 2020/2021 - Phase 1"", ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://www.capitalesourcing.com/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=48192&oppList=CURRENT"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""description"": ""Name:\nProposed Planned Roofing Maintenance Programme 2020/2021 to Multiple addresses across the London Borough of Hillingdon.\n\nNature:\nThe works comprise a mixture of re-roofing, repairs and maintenance works to include, but not limited to, repointing chimney brickwork, fascias and gutters.\n\nLocation:\nThe sites located over seven separate site locations across the London Borough of Hillingdon as follows (Please also see Appendix A for list of property addresses).\n\n• 3 to 37 Morgan Close, Northwood, HA6 3NE\n• 14/16, 38 & 44 Wentworth Drive, Eastcote, Pinner, HA5 2PS\n• Park Lodge, Taylors Meadow, Harefield, UB9 6LD\n• 11 to 39 Milne Way, Harefield, UB9 6BQ\n• 44 to 102 Albion Road, Hayes, Middlesex, UB3 2SP\n• Rickards Close, West Drayton, UB7 7UX\n• Attlee Road, Hayes, UB4 9JD"", ""tenderPeriod"": {""endDate"": ""2020-03-25T12:00:00+00:00""}, ""procurementMethod"": ""open"", ""procurementMethodDetails"": ""Open procedure""}, ""language"": ""en"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-03-06T18:39:52.820115+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-24 22:08:19.371934
178250754,td_bravosolution,48183,ocds-0c46vo-0005-48183,en,Clinical Waste Collection Service,"Tender opportunity 
To collect, twice weekly (usually Monday and Thursday) the clinical waste produced at Heathrow Animal Reception Centre (TW6 3JF) and to remove occasional sharps bins and dead body bins.
To provide clinical waste bags, lockable wheelie bin, sharps boxes and dead body bins as required
To comply with clinical waste regulations",,,2020-02-24 22:08:17.824045,,2020-03-09 17:00:00.000000,City of London Corporation,,,,,United Kingdom,Christina Paraskevaidou,Christina.Paraskevaidou@cityoflondon.gov.uk,,,,https://www.capitalesourcing.com/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=48183&oppList=CURRENT,"",2020-02-25 01:31:40.068097,2020-03-06 18:42:07.534377,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0005-48183/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""48183"", ""tag"": [""tender""], ""date"": ""2020-02-24T22:08:17.824045"", ""ocid"": ""ocds-0c46vo-0005-48183"", ""buyer"": {""name"": ""City of London Corporation"", ""address"": {""countryName"": ""United Kingdom""}, ""contactPoint"": {""name"": ""Christina Paraskevaidou"", ""email"": ""Christina.Paraskevaidou@cityoflondon.gov.uk""}}, ""awards"": [{""id"": ""48183"", ""contractPeriod"": {""startDate"": ""2020-04-01T00:00:00+00:00""}}], ""tender"": {""id"": ""48183"", ""title"": ""Clinical Waste Collection Service"", ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://www.capitalesourcing.com/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=48183&oppList=CURRENT"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""description"": ""Tender opportunity \nTo collect, twice weekly (usually Monday and Thursday) the clinical waste produced at Heathrow Animal Reception Centre (TW6 3JF) and to remove occasional sharps bins and dead body bins.\nTo provide clinical waste bags, lockable wheelie bin, sharps boxes and dead body bins as required\nTo comply with clinical waste regulations"", ""tenderPeriod"": {""endDate"": ""2020-03-09T17:00:00+00:00""}, ""procurementMethod"": ""open"", ""procurementMethodDetails"": ""Open procedure""}, ""language"": ""en"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-03-06T18:39:52.930750+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-24 22:08:17.824045
176867852,td_bravosolution,48082,ocds-0c46vo-0005-48082,en,Hire of Marquees for Garden Show Ireland 2020,"Antrim and Newtownabbey Borough Council invites you to tender for the provision of a wide range of marquees for the Garden Show Ireland Event in Antrim Castle Gardens 2020. Council wishes to partner with a competent and experienced organisation who will provide a superior professional service with high quality, pristine marquees as the Council hosts Garden Show Ireland 2020.",,,2020-02-18 22:19:02.599613,,2020-03-06 12:00:00.000000,Antrim and Newtownabbey Borough Council,,,,,United Kingdom,Sharon Logue,procurement@antrimandnewtownabbey.gov.uk,,,,https://e-sourcingni.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=48082&oppList=CURRENT,"",2020-02-19 01:32:15.521294,2020-03-06 18:42:08.155928,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0005-48082/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""48082"", ""tag"": [""tender""], ""date"": ""2020-02-18T22:19:02.599613"", ""ocid"": ""ocds-0c46vo-0005-48082"", ""buyer"": {""name"": ""Antrim and Newtownabbey Borough Council"", ""address"": {""countryName"": ""United Kingdom""}, ""contactPoint"": {""name"": ""Sharon Logue"", ""email"": ""procurement@antrimandnewtownabbey.gov.uk""}}, ""awards"": [{""id"": ""48082"", ""contractPeriod"": {""startDate"": ""2020-05-01T00:00:00+00:00""}}], ""tender"": {""id"": ""48082"", ""title"": ""Hire of Marquees for Garden Show Ireland 2020"", ""status"": ""complete"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://e-sourcingni.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=48082&oppList=CURRENT"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""description"": ""Antrim and Newtownabbey Borough Council invites you to tender for the provision of a wide range of marquees for the Garden Show Ireland Event in Antrim Castle Gardens 2020. Council wishes to partner with a competent and experienced organisation who will provide a superior professional service with high quality, pristine marquees as the Council hosts Garden Show Ireland 2020."", ""tenderPeriod"": {""endDate"": ""2020-03-06T12:00:00+00:00""}, ""procurementMethod"": ""open"", ""procurementMethodDetails"": ""Under OJEU Open Procedure""}, ""language"": ""en"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-03-06T18:39:56.580053+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-18 22:19:02.599613
176642134,td_bravosolution,48051,ocds-0c46vo-0005-48051,en,BIOT Capillary Cell Counter,Purchase of Capillary Cell Counter,,,2020-02-17 22:40:17.045354,,2020-03-04 13:00:00.000000,MHRA Buyer Organisation,,,,,United Kingdom,Buyer,purchasing@nibsc.org,,,,https://phe.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=48051&oppList=CURRENT,"",2020-02-18 01:31:53.772670,2020-03-06 18:42:08.208005,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0005-48051/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""48051"", ""tag"": [""tender""], ""date"": ""2020-02-17T22:40:17.045354"", ""ocid"": ""ocds-0c46vo-0005-48051"", ""buyer"": {""name"": ""MHRA Buyer Organisation"", ""address"": {""countryName"": ""United Kingdom""}, ""contactPoint"": {""name"": ""Buyer"", ""email"": ""purchasing@nibsc.org""}}, ""tender"": {""id"": ""48051"", ""title"": ""BIOT Capillary Cell Counter"", ""status"": ""complete"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://phe.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=48051&oppList=CURRENT"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""description"": ""Purchase of Capillary Cell Counter"", ""tenderPeriod"": {""endDate"": ""2020-03-04T13:00:00+00:00""}, ""procurementMethodDetails"": ""sub-ojeu""}, ""language"": ""en"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-03-06T18:39:56.905028+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-17 22:40:17.045354
175727378,td_bravosolution,47987,ocds-0c46vo-0005-47987,en,In-home Usage data,"This tender is for the provision of in-home usage data and insight relating to eating habits within the home. 
Retail and Consumer Insight (RCI) team provides independent, impartial market analysis, using AHDB’s own, and third party information (upon permission with data providers). Our team’s aim is to describe and explain changes in consumer attitudes and behaviour enabling levy payers to better understand the market in which they operate. This helps farm businesses and other levy payer in the supply chain plan for the future and make better business decisions. 
As one element of our data sources AHDB purchases in-home consumption data to look at consumption behaviour in the home. The service is currently contracted to Kantar Worldpanel and is due to end in May 2020. This tender document provide an outline of AHDB requirements and the data requirement primarily fits with one of AHDB’s Strategic Priorities in helping the industry understand and deliver what consumers will trust and buy.
Contract Length: The tendered contract is for 3 years and intends to begin from 10th May 2020 with the option to extend for a further 3 periods of 12 months each after the initial three-year period.",686000.0,GBP,2020-02-13 22:16:04.646465,,2020-03-18 12:00:00.000000,Defra Network eTendering Portal,,,,,United Kingdom,Sarah Jackson,sarah.jackson@ahdb.org.uk,,,,https://defra.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=47987&oppList=CURRENT,"",2020-02-14 01:31:34.229457,2020-03-06 18:42:08.425746,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0005-47987/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""47987"", ""tag"": [""tender""], ""date"": ""2020-02-13T22:16:04.646465"", ""ocid"": ""ocds-0c46vo-0005-47987"", ""buyer"": {""name"": ""Defra Network eTendering Portal"", ""address"": {""countryName"": ""United Kingdom""}, ""contactPoint"": {""name"": ""Sarah Jackson"", ""email"": ""sarah.jackson@ahdb.org.uk""}}, ""awards"": [{""id"": ""47987"", ""contractPeriod"": {""endDate"": ""2023-05-10T00:00:00+00:00"", ""startDate"": ""2020-05-10T00:00:00+00:00""}}], ""tender"": {""id"": ""47987"", ""title"": ""In-home Usage data"", ""value"": {""amount"": 686000.0, ""currency"": ""GBP""}, ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://defra.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=47987&oppList=CURRENT"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""description"": ""This tender is for the provision of in-home usage data and insight relating to eating habits within the home. \nRetail and Consumer Insight (RCI) team provides independent, impartial market analysis, using AHDB’s own, and third party information (upon permission with data providers). Our team’s aim is to describe and explain changes in consumer attitudes and behaviour enabling levy payers to better understand the market in which they operate. This helps farm businesses and other levy payer in the supply chain plan for the future and make better business decisions. \nAs one element of our data sources AHDB purchases in-home consumption data to look at consumption behaviour in the home. The service is currently contracted to Kantar Worldpanel and is due to end in May 2020. This tender document provide an outline of AHDB requirements and the data requirement primarily fits with one of AHDB’s Strategic Priorities in helping the industry understand and deliver what consumers will trust and buy.\nContract Length: The tendered contract is for 3 years and intends to begin from 10th May 2020 with the option to extend for a further 3 periods of 12 months each after the initial three-year period."", ""tenderPeriod"": {""endDate"": ""2020-03-18T12:00:00+00:00""}, ""procurementMethod"": ""open"", ""procurementMethodDetails"": ""OJEU Open Procedure""}, ""language"": ""en"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-03-06T18:39:58.844253+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-13 22:16:04.646465
175727380,td_bravosolution,47995,ocds-0c46vo-0005-47995,en,Cefas: RFQ: Vessel Survey Severn Estuary 2020,"The BEEMS (British Energy Estuarine and Marine Studies) programme is funded by Cefas’ customer EDF Energy to provide authoritative scientific information on the marine and transitional waters in the vicinity of potential new build nuclear power stations.
Cefas has a requirement to conduct a survey to investigate the subtidal benthic communities in Bridgewater Bay. It includes six sampling stations: three located off Hinkley Point, and three located in the east side of the Bay (see map below). Three replicate grab samples will be taken at each site. This monitoring would serve to inform the WFD benthic invertebrate biological element for TraC waterbodies and it will also provide baseline data for the monitoring at Hinkley Point.",15000.0,GBP,2020-02-13 22:16:03.174036,,2020-02-27 12:00:00.000000,Defra Network eTendering Portal,,,,,United Kingdom,Chloe Halifax,procure@cefas.co.uk,,,,https://defra.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=47995&oppList=CURRENT,"",2020-02-14 01:31:34.235963,2020-03-06 18:42:08.437042,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0005-47995/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""47995"", ""tag"": [""tender""], ""date"": ""2020-02-13T22:16:03.174036"", ""ocid"": ""ocds-0c46vo-0005-47995"", ""buyer"": {""name"": ""Defra Network eTendering Portal"", ""address"": {""countryName"": ""United Kingdom""}, ""contactPoint"": {""name"": ""Chloe Halifax"", ""email"": ""procure@cefas.co.uk""}}, ""awards"": [{""id"": ""47995"", ""contractPeriod"": {""startDate"": ""2020-06-01T00:00:00+00:00""}}], ""tender"": {""id"": ""47995"", ""title"": ""Cefas: RFQ: Vessel Survey Severn Estuary 2020"", ""value"": {""amount"": 15000.0, ""currency"": ""GBP""}, ""status"": ""complete"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://defra.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=47995&oppList=CURRENT"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""description"": ""The BEEMS (British Energy Estuarine and Marine Studies) programme is funded by Cefas’ customer EDF Energy to provide authoritative scientific information on the marine and transitional waters in the vicinity of potential new build nuclear power stations.\nCefas has a requirement to conduct a survey to investigate the subtidal benthic communities in Bridgewater Bay. It includes six sampling stations: three located off Hinkley Point, and three located in the east side of the Bay (see map below). Three replicate grab samples will be taken at each site. This monitoring would serve to inform the WFD benthic invertebrate biological element for TraC waterbodies and it will also provide baseline data for the monitoring at Hinkley Point."", ""tenderPeriod"": {""endDate"": ""2020-02-27T12:00:00+00:00""}, ""procurementMethod"": ""open"", ""procurementMethodDetails"": ""Open procedure""}, ""language"": ""en"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-03-06T18:39:58.957642+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-13 22:16:03.174036
175272546,td_bravosolution,47836,ocds-0c46vo-0005-47836,en,S1130 (2020) -Supply and Maintenance of Fleet Vehicles,"NIE Networks wishes to appoint suitably qualified and experienced service provider(s) for the  Supply and Maintenance of Fleet Vehicles throughout Northern Ireland. 
This requirement is split into lots as detailed below:

Lot 1 – Supply and Maintenance of Fleet Vehicles 
This lot is for all of the combined services from Lots 2 and 3 as detailed below.
Lot 2 – Supply of Fleet Vehicles
This lot includes the supply of vehicles on a fully managed service 
Lot 3 – Maintenance of Fleet Vehicles
This lot includes routine maintenance and inspection of vehicles on a fully managed service basis.",,,2020-02-11 22:17:46.099604,,2020-03-09 12:00:00.000000,Northern Ireland Electricity Networks,,,,,United Kingdom,Angela Hutton,Angela.Hutton@nienetworks.co.uk,,,,https://e-sourcingni.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=47836&oppList=CURRENT,"",2020-02-12 01:32:25.664248,2020-03-06 18:42:08.632701,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0005-47836/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""47836"", ""tag"": [""tender""], ""date"": ""2020-02-11T22:17:46.099604"", ""ocid"": ""ocds-0c46vo-0005-47836"", ""buyer"": {""name"": ""Northern Ireland Electricity Networks"", ""address"": {""countryName"": ""United Kingdom""}, ""contactPoint"": {""name"": ""Angela Hutton"", ""email"": ""Angela.Hutton@nienetworks.co.uk""}}, ""tender"": {""id"": ""47836"", ""title"": ""S1130 (2020) -Supply and Maintenance of Fleet Vehicles"", ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://e-sourcingni.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=47836&oppList=CURRENT"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""description"": ""NIE Networks wishes to appoint suitably qualified and experienced service provider(s) for the  Supply and Maintenance of Fleet Vehicles throughout Northern Ireland. \nThis requirement is split into lots as detailed below:\n\nLot 1 – Supply and Maintenance of Fleet Vehicles \nThis lot is for all of the combined services from Lots 2 and 3 as detailed below.\nLot 2 – Supply of Fleet Vehicles\nThis lot includes the supply of vehicles on a fully managed service \nLot 3 – Maintenance of Fleet Vehicles\nThis lot includes routine maintenance and inspection of vehicles on a fully managed service basis."", ""tenderPeriod"": {""endDate"": ""2020-03-09T12:00:00+00:00""}, ""procurementMethodDetails"": ""OJEU Negotiated""}, ""language"": ""en"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-03-06T18:40:01.830224+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-11 22:17:46.099604
175272555,td_bravosolution,47930,ocds-0c46vo-0005-47930,en,No First Night Out Tenancy Training Service,"No First Night Out (NFNO) is a rough sleeping prevention service working within the City of London Corporation’s homelessness team. It is a bi-borough project that works with clients who have a connection to the City of London and the London Borough of Tower Hamlets.

NFNO are looking for an organisation to provide pre-tenancy training for their clients whose pathways have been identified as accommodation in the private rented sector.

The chosen provider between March 2020 – March 2021 will work with up to 70 clients. The proposed budget for this work is based on a maximum spend of £12,000.

The duration of the contract is one (1) year, subject to the right of the City (at its sole discretion) to exercise its right to extend the Contract by up to one year. The maximum length of the contract is therefore two (2) years.",,,2020-02-11 22:17:22.075666,,2020-02-20 12:00:00.000000,City of London Corporation,,,,,United Kingdom,Commissioning Team,commissioning@cityoflondon.gov.uk,,,,https://www.capitalesourcing.com/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=47930&oppList=PAST,"",2020-02-12 01:32:25.694549,2020-03-06 18:42:08.731961,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0005-47930/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""47930"", ""tag"": [""tender""], ""date"": ""2020-02-11T22:17:22.075666"", ""ocid"": ""ocds-0c46vo-0005-47930"", ""buyer"": {""name"": ""City of London Corporation"", ""address"": {""countryName"": ""United Kingdom""}, ""contactPoint"": {""name"": ""Commissioning Team"", ""email"": ""commissioning@cityoflondon.gov.uk""}}, ""tender"": {""id"": ""47930"", ""title"": ""No First Night Out Tenancy Training Service"", ""status"": ""complete"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://www.capitalesourcing.com/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=47930&oppList=PAST"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""description"": ""No First Night Out (NFNO) is a rough sleeping prevention service working within the City of London Corporation’s homelessness team. It is a bi-borough project that works with clients who have a connection to the City of London and the London Borough of Tower Hamlets.\n\nNFNO are looking for an organisation to provide pre-tenancy training for their clients whose pathways have been identified as accommodation in the private rented sector.\n\nThe chosen provider between March 2020 – March 2021 will work with up to 70 clients. The proposed budget for this work is based on a maximum spend of £12,000.\n\nThe duration of the contract is one (1) year, subject to the right of the City (at its sole discretion) to exercise its right to extend the Contract by up to one year. The maximum length of the contract is therefore two (2) years."", ""tenderPeriod"": {""endDate"": ""2020-02-20T12:00:00+00:00""}, ""procurementMethod"": ""open"", ""procurementMethodDetails"": ""Open procedure""}, ""language"": ""en"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-03-06T18:40:03.417910+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-11 22:17:22.075666
175045728,td_bravosolution,47887,ocds-0c46vo-0005-47887,en,AHDB PR and Marketing representative for Japan,"AHDB Exports is looking for a Japanese, (Capacity for English) PR and Marketing Representative in Japan for British beef, pork, lamb and dairy products.
The successful representative will have the expertise and experience to identify the right priority market segments and ability to devise the best local strategy to achieve effective market growth.
Based and / or have commercial office in Japan– we will require evidence of this.",800000.0,GBP,2020-02-10 22:23:58.328602,,2020-03-13 12:00:00.000000,Defra Network eTendering Portal,,,,,United Kingdom,Sarah Jackson,sarah.jackson@ahdb.org.uk,,,,https://defra.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=47887&oppList=CURRENT,"",2020-02-11 01:32:34.742434,2020-03-06 18:42:08.795790,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0005-47887/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""47887"", ""tag"": [""tender""], ""date"": ""2020-02-10T22:23:58.328602"", ""ocid"": ""ocds-0c46vo-0005-47887"", ""buyer"": {""name"": ""Defra Network eTendering Portal"", ""address"": {""countryName"": ""United Kingdom""}, ""contactPoint"": {""name"": ""Sarah Jackson"", ""email"": ""sarah.jackson@ahdb.org.uk""}}, ""awards"": [{""id"": ""47887"", ""contractPeriod"": {""endDate"": ""2022-05-22T00:00:00+00:00"", ""startDate"": ""2020-05-22T00:00:00+00:00""}}], ""tender"": {""id"": ""47887"", ""title"": ""AHDB PR and Marketing representative for Japan"", ""value"": {""amount"": 800000.0, ""currency"": ""GBP""}, ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://defra.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=47887&oppList=CURRENT"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""description"": ""AHDB Exports is looking for a Japanese, (Capacity for English) PR and Marketing Representative in Japan for British beef, pork, lamb and dairy products.\nThe successful representative will have the expertise and experience to identify the right priority market segments and ability to devise the best local strategy to achieve effective market growth.\nBased and / or have commercial office in Japan– we will require evidence of this."", ""tenderPeriod"": {""endDate"": ""2020-03-13T12:00:00+00:00""}, ""procurementMethod"": ""open"", ""procurementMethodDetails"": ""OJEU Open Procedure""}, ""language"": ""en"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-03-06T18:40:05.133387+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-10 22:23:58.328602
174125845,td_bravosolution,47850,ocds-0c46vo-0005-47850,en,PHE_Scientific - Replacement of Serology Analyser,Public Health England (PHE) is seeking to replace an analyser used in its National Infection Service Laboratory (NIS) in Colchester for majority of blood testing for infectious viruses and H. pylori faecal antigens. The current analyser is beyond its life expectancy.,,,2020-02-06 22:50:09.186516,,2020-02-17 12:00:00.000000,Public Health England,,,,,United Kingdom,Anna Gibson,anna.gibson@phe.gov.uk,,,,https://phe.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=47850&oppList=PAST,"",2020-02-07 01:32:05.853388,2020-03-06 18:42:08.960044,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0005-47850/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""47850"", ""tag"": [""tender""], ""date"": ""2020-02-06T22:50:09.186516"", ""ocid"": ""ocds-0c46vo-0005-47850"", ""buyer"": {""name"": ""Public Health England"", ""address"": {""countryName"": ""United Kingdom""}, ""contactPoint"": {""name"": ""Anna Gibson"", ""email"": ""anna.gibson@phe.gov.uk""}}, ""tender"": {""id"": ""47850"", ""title"": ""PHE_Scientific - Replacement of Serology Analyser"", ""status"": ""complete"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://phe.bravosolution.co.uk/esop/toolkit/opportunity/opportunityDetail.do?opportunityId=47850&oppList=PAST"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""description"": ""Public Health England (PHE) is seeking to replace an analyser used in its National Infection Service Laboratory (NIS) in Colchester for majority of blood testing for infectious viruses and H. pylori faecal antigens. The current analyser is beyond its life expectancy."", ""tenderPeriod"": {""endDate"": ""2020-02-17T12:00:00+00:00""}, ""procurementMethod"": ""open"", ""procurementMethodDetails"": ""Open procedure""}, ""language"": ""en"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-03-06T18:40:07.291578+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-06 22:50:09.186516
